AFFGEOID,NAME,POPEST_2017
0500000US36081,"Queens County, New York",2358582
0500000US36083,"Rensselaer County, New York",159722
0500000US36085,"Richmond County, New York",479458
0500000US36087,"Rockland County, New York",328868
0500000US36089,"St. Lawrence County, New York",109623
0500000US36091,"Saratoga County, New York",229869
0500000US36093,"Schenectady County, New York",155565
0500000US36095,"Schoharie County, New York",31420
0500000US36097,"Schuyler County, New York",18000
0500000US36099,"Seneca County, New York",34498
0500000US36101,"Steuben County, New York",96281
0500000US36103,"Suffolk County, New York",1492953
0500000US36105,"Sullivan County, New York",75485
0500000US36107,"Tioga County, New York",48578
0500000US36109,"Tompkins County, New York",104802
0500000US36111,"Ulster County, New York",179417
0500000US36113,"Warren County, New York",64532
0500000US36115,"Washington County, New York",61620
0500000US36117,"Wayne County, New York",90670
0500000US36119,"Westchester County, New York",980244
0500000US36121,"Wyoming County, New York",40493
0500000US36123,"Yates County, New York",24955
0500000US37001,"Alamance County, North Carolina",162391
0500000US37003,"Alexander County, North Carolina",37286
0500000US37005,"Alleghany County, North Carolina",11031
0500000US37007,"Anson County, North Carolina",24991
0500000US37009,"Ashe County, North Carolina",26957
0500000US37011,"Avery County, North Carolina",17536
0500000US37013,"Beaufort County, North Carolina",47088
0500000US37015,"Bertie County, North Carolina",19224
0500000US37017,"Bladen County, North Carolina",33478
0500000US37019,"Brunswick County, North Carolina",130897
0500000US37021,"Buncombe County, North Carolina",257607
0500000US37023,"Burke County, North Carolina",89293
0500000US37025,"Cabarrus County, North Carolina",206872
0500000US37027,"Caldwell County, North Carolina",81981
0500000US37029,"Camden County, North Carolina",10581
0500000US37031,"Carteret County, North Carolina",68881
0500000US37033,"Caswell County, North Carolina",22646
0500000US37035,"Catawba County, North Carolina",157974
0500000US37037,"Chatham County, North Carolina",71472
0500000US37039,"Cherokee County, North Carolina",28087
0500000US37041,"Chowan County, North Carolina",14105
0500000US37043,"Clay County, North Carolina",11074
0500000US37045,"Cleveland County, North Carolina",97334
0500000US37047,"Columbus County, North Carolina",55936
0500000US37049,"Craven County, North Carolina",102578
0500000US37051,"Cumberland County, North Carolina",332546
0500000US37053,"Currituck County, North Carolina",26331
0500000US37055,"Dare County, North Carolina",36099
0500000US37057,"Davidson County, North Carolina",165466
0500000US37059,"Davie County, North Carolina",42456
0500000US37061,"Duplin County, North Carolina",59039
0500000US37063,"Durham County, North Carolina",311640
0500000US37065,"Edgecombe County, North Carolina",52747
0500000US37067,"Forsyth County, North Carolina",376320
0500000US37069,"Franklin County, North Carolina",66168
0500000US37071,"Gaston County, North Carolina",220182
0500000US37073,"Gates County, North Carolina",11544
0500000US37075,"Graham County, North Carolina",8541
0500000US37077,"Granville County, North Carolina",59557
0500000US37079,"Greene County, North Carolina",21015
0500000US37081,"Guilford County, North Carolina",526953
0500000US37083,"Halifax County, North Carolina",51310
0500000US37085,"Harnett County, North Carolina",132754
0500000US37087,"Haywood County, North Carolina",61084
0500000US37089,"Henderson County, North Carolina",115708
0500000US37091,"Hertford County, North Carolina",23906
0500000US37093,"Hoke County, North Carolina",54116
0500000US37095,"Hyde County, North Carolina",5363
0500000US37097,"Iredell County, North Carolina",175711
0500000US37099,"Jackson County, North Carolina",42973
0500000US37101,"Johnston County, North Carolina",196708
0500000US37103,"Jones County, North Carolina",9597
0500000US37105,"Lee County, North Carolina",60430
0500000US37107,"Lenoir County, North Carolina",56883
0500000US37109,"Lincoln County, North Carolina",82403
0500000US37111,"McDowell County, North Carolina",45159
0500000US37113,"Macon County, North Carolina",34732
0500000US37115,"Madison County, North Carolina",21746
0500000US37117,"Martin County, North Carolina",22789
0500000US37119,"Mecklenburg County, North Carolina",1076837
0500000US37121,"Mitchell County, North Carolina",15072
0500000US37123,"Montgomery County, North Carolina",27435
0500000US37125,"Moore County, North Carolina",97264
0500000US37127,"Nash County, North Carolina",93991
0500000US37129,"New Hanover County, North Carolina",227198
0500000US37131,"Northampton County, North Carolina",19862
0500000US37133,"Onslow County, North Carolina",193893
0500000US37135,"Orange County, North Carolina",144946
0500000US37137,"Pamlico County, North Carolina",12689
0500000US37139,"Pasquotank County, North Carolina",39743
0500000US37141,"Pender County, North Carolina",60958
0500000US37143,"Perquimans County, North Carolina",13474
0500000US37145,"Person County, North Carolina",39370
0500000US37147,"Pitt County, North Carolina",179042
0500000US37149,"Polk County, North Carolina",20558
0500000US37151,"Randolph County, North Carolina",143282
0500000US37153,"Richmond County, North Carolina",44798
0500000US37155,"Robeson County, North Carolina",132606
0500000US37157,"Rockingham County, North Carolina",90949
0500000US37159,"Rowan County, North Carolina",140644
0500000US37161,"Rutherford County, North Carolina",66551
0500000US37163,"Sampson County, North Carolina",63430
0500000US37165,"Scotland County, North Carolina",35093
0500000US37167,"Stanly County, North Carolina",61482
0500000US37169,"Stokes County, North Carolina",45717
0500000US37171,"Surry County, North Carolina",72224
0500000US37173,"Swain County, North Carolina",14294
0500000US37175,"Transylvania County, North Carolina",33956
0500000US37177,"Tyrrell County, North Carolina",4052
0500000US37179,"Union County, North Carolina",231366
0500000US37181,"Vance County, North Carolina",44211
0500000US37183,"Wake County, North Carolina",1072203
0500000US37185,"Warren County, North Carolina",19883
0500000US37187,"Washington County, North Carolina",12012
0500000US37189,"Watauga County, North Carolina",55121
0500000US37191,"Wayne County, North Carolina",124172
0500000US37193,"Wilkes County, North Carolina",68576
0500000US37195,"Wilson County, North Carolina",81671
0500000US37197,"Yadkin County, North Carolina",37774
0500000US37199,"Yancey County, North Carolina",17744
0500000US38001,"Adams County, North Dakota",2318
0500000US38003,"Barnes County, North Dakota",10734
0500000US38005,"Benson County, North Dakota",6936
0500000US38007,"Billings County, North Dakota",940
0500000US38009,"Bottineau County, North Dakota",6530
0500000US38011,"Bowman County, North Dakota",3166
0500000US38013,"Burke County, North Dakota",2131
0500000US38015,"Burleigh County, North Dakota",95030
0500000US38017,"Cass County, North Dakota",177787
0500000US38019,"Cavalier County, North Dakota",3762
0500000US38021,"Dickey County, North Dakota",4861
0500000US38023,"Divide County, North Dakota",2288
0500000US38025,"Dunn County, North Dakota",4289
0500000US38027,"Eddy County, North Dakota",2316
0500000US38029,"Emmons County, North Dakota",3301
0500000US38031,"Foster County, North Dakota",3257
0500000US38033,"Golden Valley County, North Dakota",1789
0500000US38035,"Grand Forks County, North Dakota",70795
0500000US38037,"Grant County, North Dakota",2376
0500000US38039,"Griggs County, North Dakota",2258
0500000US38041,"Hettinger County, North Dakota",2483
0500000US38043,"Kidder County, North Dakota",2482
0500000US38045,"LaMoure County, North Dakota",4087
0500000US38047,"Logan County, North Dakota",1918
0500000US38049,"McHenry County, North Dakota",5900
0500000US38051,"McIntosh County, North Dakota",2606
0500000US38053,"McKenzie County, North Dakota",12724
0500000US38055,"McLean County, North Dakota",9685
0500000US38057,"Mercer County, North Dakota",8465
0500000US38059,"Morton County, North Dakota",30796
0500000US38061,"Mountrail County, North Dakota",10265
0500000US38063,"Nelson County, North Dakota",2937
0500000US38065,"Oliver County, North Dakota",1940
0500000US38067,"Pembina County, North Dakota",6972
0500000US38069,"Pierce County, North Dakota",4099
0500000US38071,"Ramsey County, North Dakota",11519
0500000US38073,"Ransom County, North Dakota",5297
0500000US38075,"Renville County, North Dakota",2463
0500000US38077,"Richland County, North Dakota",16351
0500000US38079,"Rolette County, North Dakota",14531
0500000US38081,"Sargent County, North Dakota",3858
0500000US38083,"Sheridan County, North Dakota",1353
0500000US38085,"Sioux County, North Dakota",4376
0500000US38087,"Slope County, North Dakota",771
0500000US38089,"Stark County, North Dakota",30209
0500000US38091,"Steele County, North Dakota",1917
0500000US38093,"Stutsman County, North Dakota",21087
0500000US38095,"Towner County, North Dakota",2253
0500000US38097,"Traill County, North Dakota",8013
0500000US38099,"Walsh County, North Dakota",10855
0500000US38101,"Ward County, North Dakota",68946
0500000US38103,"Wells County, North Dakota",4022
0500000US38105,"Williams County, North Dakota",33349
0500000US39001,"Adams County, Ohio",27726
0500000US39003,"Allen County, Ohio",103198
0500000US39005,"Ashland County, Ohio",53628
0500000US39007,"Ashtabula County, Ohio",97807
0500000US39009,"Athens County, Ohio",66597
0500000US39011,"Auglaize County, Ohio",45778
0500000US39013,"Belmont County, Ohio",68029
0500000US39015,"Brown County, Ohio",43576
0500000US39017,"Butler County, Ohio",380604
0500000US39019,"Carroll County, Ohio",27385
0500000US39021,"Champaign County, Ohio",38840
0500000US39023,"Clark County, Ohio",134557
0500000US39025,"Clermont County, Ohio",204214
0500000US39027,"Clinton County, Ohio",42009
0500000US39029,"Columbiana County, Ohio",103077
0500000US39031,"Coshocton County, Ohio",36544
0500000US39033,"Crawford County, Ohio",41746
0500000US39035,"Cuyahoga County, Ohio",1248514
0500000US39037,"Darke County, Ohio",51536
0500000US39039,"Defiance County, Ohio",38156
0500000US39041,"Delaware County, Ohio",200464
0500000US39043,"Erie County, Ohio",74817
0500000US39045,"Fairfield County, Ohio",154733
0500000US39047,"Fayette County, Ohio",28752
0500000US39049,"Franklin County, Ohio",1291981
0500000US39051,"Fulton County, Ohio",42289
0500000US39053,"Gallia County, Ohio",29973
0500000US39055,"Geauga County, Ohio",93918
0500000US39057,"Greene County, Ohio",166752
0500000US39059,"Guernsey County, Ohio",39093
0500000US39061,"Hamilton County, Ohio",813822
0500000US39063,"Hancock County, Ohio",75754
0500000US39065,"Hardin County, Ohio",31364
0500000US39067,"Harrison County, Ohio",15216
0500000US39069,"Henry County, Ohio",27185
0500000US39071,"Highland County, Ohio",42971
0500000US39073,"Hocking County, Ohio",28474
0500000US39075,"Holmes County, Ohio",43957
0500000US39077,"Huron County, Ohio",58494
0500000US39079,"Jackson County, Ohio",32449
0500000US39081,"Jefferson County, Ohio",66359
0500000US39083,"Knox County, Ohio",61261
0500000US39085,"Lake County, Ohio",230117
0500000US39087,"Lawrence County, Ohio",60249
0500000US39089,"Licking County, Ohio",173448
0500000US39091,"Logan County, Ohio",45325
0500000US39093,"Lorain County, Ohio",307924
0500000US39095,"Lucas County, Ohio",430887
0500000US39097,"Madison County, Ohio",44036
0500000US39099,"Mahoning County, Ohio",229796
0500000US39101,"Marion County, Ohio",64967
0500000US39103,"Medina County, Ohio",178371
0500000US39105,"Meigs County, Ohio",23080
0500000US39107,"Mercer County, Ohio",40873
0500000US39109,"Miami County, Ohio",105122
0500000US39111,"Monroe County, Ohio",13946
0500000US39113,"Montgomery County, Ohio",531542
0500000US39115,"Morgan County, Ohio",14709
0500000US39117,"Morrow County, Ohio",34994
0500000US39119,"Muskingum County, Ohio",86149
0500000US39121,"Noble County, Ohio",14406
0500000US39123,"Ottawa County, Ohio",40657
0500000US39125,"Paulding County, Ohio",18845
0500000US39127,"Perry County, Ohio",36024
0500000US39129,"Pickaway County, Ohio",57830
0500000US39131,"Pike County, Ohio",28270
0500000US39133,"Portage County, Ohio",162277
0500000US39135,"Preble County, Ohio",41120
0500000US39137,"Putnam County, Ohio",33878
0500000US39139,"Richland County, Ohio",120589
0500000US39141,"Ross County, Ohio",77313
0500000US39143,"Sandusky County, Ohio",59195
0500000US39145,"Scioto County, Ohio",75929
0500000US39147,"Seneca County, Ohio",55243
0500000US39149,"Shelby County, Ohio",48759
0500000US39151,"Stark County, Ohio",372542
0500000US39153,"Summit County, Ohio",541228
0500000US39155,"Trumbull County, Ohio",200380
0500000US39157,"Tuscarawas County, Ohio",92297
0500000US39159,"Union County, Ohio",56741
0500000US39161,"Van Wert County, Ohio",28217
0500000US39163,"Vinton County, Ohio",13092
0500000US39165,"Warren County, Ohio",228882
0500000US39167,"Washington County, Ohio",60418
0500000US39169,"Wayne County, Ohio",116038
0500000US39171,"Williams County, Ohio",36784
0500000US39173,"Wood County, Ohio",130492
0500000US39175,"Wyandot County, Ohio",22029
0500000US40001,"Adair County, Oklahoma",21909
0500000US40003,"Alfalfa County, Oklahoma",5907
0500000US40005,"Atoka County, Oklahoma",13887
0500000US40007,"Beaver County, Oklahoma",5315
0500000US40009,"Beckham County, Oklahoma",21793
0500000US40011,"Blaine County, Oklahoma",9498
0500000US40013,"Bryan County, Oklahoma",46319
0500000US40015,"Caddo County, Oklahoma",29173
0500000US40017,"Canadian County, Oklahoma",139926
0500000US40019,"Carter County, Oklahoma",48190
0500000US40021,"Cherokee County, Oklahoma",48888
0500000US40023,"Choctaw County, Oklahoma",14863
0500000US40025,"Cimarron County, Oklahoma",2154
0500000US40027,"Cleveland County, Oklahoma",279641
0500000US40029,"Coal County, Oklahoma",5642
0500000US40031,"Comanche County, Oklahoma",121526
0500000US40033,"Cotton County, Oklahoma",5823
0500000US40035,"Craig County, Oklahoma",14327
0500000US40037,"Creek County, Oklahoma",71704
0500000US40039,"Custer County, Oklahoma",28800
0500000US40041,"Delaware County, Oklahoma",42602
0500000US40043,"Dewey County, Oklahoma",4878
0500000US40045,"Ellis County, Oklahoma",3966
0500000US40047,"Garfield County, Oklahoma",61581
0500000US40049,"Garvin County, Oklahoma",27909
0500000US40051,"Grady County, Oklahoma",54943
0500000US40053,"Grant County, Oklahoma",4395
0500000US40055,"Greer County, Oklahoma",5843
0500000US40057,"Harmon County, Oklahoma",2689
0500000US40059,"Harper County, Oklahoma",3808
0500000US40061,"Haskell County, Oklahoma",12763
0500000US40063,"Hughes County, Oklahoma",13302
0500000US40065,"Jackson County, Oklahoma",25125
0500000US40067,"Jefferson County, Oklahoma",6183
0500000US40069,"Johnston County, Oklahoma",11060
0500000US40071,"Kay County, Oklahoma",44544
0500000US40073,"Kingfisher County, Oklahoma",15669
0500000US40075,"Kiowa County, Oklahoma",8893
0500000US40077,"Latimer County, Oklahoma",10411
0500000US40079,"Le Flore County, Oklahoma",49731
0500000US40081,"Lincoln County, Oklahoma",35142
0500000US40083,"Logan County, Oklahoma",46784
0500000US40085,"Love County, Oklahoma",10034
0500000US40087,"McClain County, Oklahoma",39343
0500000US40089,"McCurtain County, Oklahoma",32808
0500000US40091,"McIntosh County, Oklahoma",19742
0500000US40093,"Major County, Oklahoma",7693
0500000US40095,"Marshall County, Oklahoma",16434
0500000US40097,"Mayes County, Oklahoma",40921
0500000US40099,"Murray County, Oklahoma",13853
0500000US40101,"Muskogee County, Oklahoma",69086
0500000US40103,"Noble County, Oklahoma",11277
0500000US40105,"Nowata County, Oklahoma",10306
0500000US40107,"Okfuskee County, Oklahoma",12140
0500000US40109,"Oklahoma County, Oklahoma",787958
0500000US40111,"Okmulgee County, Oklahoma",38930
0500000US40113,"Osage County, Oklahoma",47233
0500000US40115,"Ottawa County, Oklahoma",31312
0500000US40117,"Pawnee County, Oklahoma",16472
0500000US40119,"Payne County, Oklahoma",81575
0500000US40121,"Pittsburg County, Oklahoma",44184
0500000US40123,"Pontotoc County, Oklahoma",38224
0500000US40125,"Pottawatomie County, Oklahoma",72226
0500000US40127,"Pushmataha County, Oklahoma",11173
0500000US40129,"Roger Mills County, Oklahoma",3716
0500000US40131,"Rogers County, Oklahoma",91444
0500000US40133,"Seminole County, Oklahoma",24878
0500000US40135,"Sequoyah County, Oklahoma",41252
0500000US40137,"Stephens County, Oklahoma",43332
0500000US40139,"Texas County, Oklahoma",20900
0500000US40141,"Tillman County, Oklahoma",7433
0500000US40143,"Tulsa County, Oklahoma",646266
0500000US40145,"Wagoner County, Oklahoma",78657
0500000US40147,"Washington County, Oklahoma",51932
0500000US40149,"Washita County, Oklahoma",11134
0500000US40151,"Woods County, Oklahoma",9031
0500000US40153,"Woodward County, Oklahoma",20459
0500000US41001,"Baker County, Oregon",16054
0500000US41003,"Benton County, Oregon",90951
0500000US41005,"Clackamas County, Oregon",412672
0500000US41007,"Clatsop County, Oregon",39182
0500000US41009,"Columbia County, Oregon",51782
0500000US41011,"Coos County, Oregon",63888
0500000US41013,"Crook County, Oregon",23123
0500000US41015,"Curry County, Oregon",22669
0500000US41017,"Deschutes County, Oregon",186875
0500000US41019,"Douglas County, Oregon",109405
0500000US41021,"Gilliam County, Oregon",1855
0500000US41023,"Grant County, Oregon",7190
0500000US41025,"Harney County, Oregon",7289
0500000US41027,"Hood River County, Oregon",23377
0500000US41029,"Jackson County, Oregon",217479
0500000US41031,"Jefferson County, Oregon",23758
0500000US41033,"Josephine County, Oregon",86352
0500000US41035,"Klamath County, Oregon",66935
0500000US41037,"Lake County, Oregon",7863
0500000US41039,"Lane County, Oregon",374748
0500000US41041,"Lincoln County, Oregon",48920
0500000US41043,"Linn County, Oregon",125047
0500000US41045,"Malheur County, Oregon",30480
0500000US41047,"Marion County, Oregon",341286
0500000US41049,"Morrow County, Oregon",11166
0500000US41051,"Multnomah County, Oregon",807555
0500000US41053,"Polk County, Oregon",83696
0500000US41055,"Sherman County, Oregon",1758
0500000US41057,"Tillamook County, Oregon",26690
0500000US41059,"Umatilla County, Oregon",76985
0500000US41061,"Union County, Oregon",26222
0500000US41063,"Wallowa County, Oregon",7051
0500000US41065,"Wasco County, Oregon",26437
0500000US41067,"Washington County, Oregon",588957
0500000US41069,"Wheeler County, Oregon",1357
0500000US41071,"Yamhill County, Oregon",105722
0500000US42001,"Adams County, Pennsylvania",102336
0500000US42003,"Allegheny County, Pennsylvania",1223048
0500000US42005,"Armstrong County, Pennsylvania",65642
0500000US42007,"Beaver County, Pennsylvania",166140
0500000US42009,"Bedford County, Pennsylvania",48480
0500000US42011,"Berks County, Pennsylvania",417854
0500000US42013,"Blair County, Pennsylvania",123457
0500000US42015,"Bradford County, Pennsylvania",60853
0500000US42017,"Bucks County, Pennsylvania",628341
0500000US42019,"Butler County, Pennsylvania",187108
0500000US42021,"Cambria County, Pennsylvania",133054
0500000US42023,"Cameron County, Pennsylvania",4592
0500000US42025,"Carbon County, Pennsylvania",63853
0500000US42027,"Centre County, Pennsylvania",162660
0500000US42029,"Chester County, Pennsylvania",519293
0500000US42031,"Clarion County, Pennsylvania",38458
0500000US42033,"Clearfield County, Pennsylvania",79685
0500000US42035,"Clinton County, Pennsylvania",38998
0500000US42037,"Columbia County, Pennsylvania",65932
0500000US42039,"Crawford County, Pennsylvania",86159
0500000US42041,"Cumberland County, Pennsylvania",250066
0500000US42043,"Dauphin County, Pennsylvania",275710
0500000US42045,"Delaware County, Pennsylvania",564696
0500000US42047,"Elk County, Pennsylvania",30197
0500000US42049,"Erie County, Pennsylvania",274541
0500000US42051,"Fayette County, Pennsylvania",131504
0500000US42053,"Forest County, Pennsylvania",7297
0500000US42055,"Franklin County, Pennsylvania",154234
0500000US42057,"Fulton County, Pennsylvania",14590
0500000US42059,"Greene County, Pennsylvania",36770
0500000US42061,"Huntingdon County, Pennsylvania",45491
0500000US42063,"Indiana County, Pennsylvania",84953
0500000US42065,"Jefferson County, Pennsylvania",43804
0500000US42067,"Juniata County, Pennsylvania",24514
0500000US42069,"Lackawanna County, Pennsylvania",210761
0500000US42071,"Lancaster County, Pennsylvania",542903
0500000US42073,"Lawrence County, Pennsylvania",87069
0500000US42075,"Lebanon County, Pennsylvania",139754
0500000US42077,"Lehigh County, Pennsylvania",366494
0500000US42079,"Luzerne County, Pennsylvania",317343
0500000US42081,"Lycoming County, Pennsylvania",113841
0500000US42083,"McKean County, Pennsylvania",41330
0500000US42085,"Mercer County, Pennsylvania",111750
0500000US42087,"Mifflin County, Pennsylvania",46388
0500000US42089,"Monroe County, Pennsylvania",168046
0500000US42091,"Montgomery County, Pennsylvania",826075
0500000US42093,"Montour County, Pennsylvania",18272
0500000US42095,"Northampton County, Pennsylvania",303405
0500000US42097,"Northumberland County, Pennsylvania",92029
0500000US42099,"Perry County, Pennsylvania",46127
0500000US42101,"Philadelphia County, Pennsylvania",1580863
0500000US42103,"Pike County, Pennsylvania",55691
0500000US42105,"Potter County, Pennsylvania",16802
0500000US42107,"Schuylkill County, Pennsylvania",142569
0500000US42109,"Snyder County, Pennsylvania",40801
0500000US42111,"Somerset County, Pennsylvania",74501
0500000US42113,"Sullivan County, Pennsylvania",6089
0500000US42115,"Susquehanna County, Pennsylvania",40985
0500000US42117,"Tioga County, Pennsylvania",40793
0500000US42119,"Union County, Pennsylvania",44595
0500000US42121,"Venango County, Pennsylvania",51762
0500000US42123,"Warren County, Pennsylvania",39659
0500000US42125,"Washington County, Pennsylvania",207298
0500000US42127,"Wayne County, Pennsylvania",51205
0500000US42129,"Westmoreland County, Pennsylvania",352627
0500000US42131,"Wyoming County, Pennsylvania",27322
0500000US42133,"York County, Pennsylvania",446078
0500000US44001,"Bristol County, Rhode Island",48912
0500000US44003,"Kent County, Rhode Island",163760
0500000US44005,"Newport County, Rhode Island",83460
0500000US44007,"Providence County, Rhode Island",637357
0500000US44009,"Washington County, Rhode Island",126150
0500000US45001,"Abbeville County, South Carolina",24722
0500000US45003,"Aiken County, South Carolina",168179
0500000US45005,"Allendale County, South Carolina",9002
0500000US45007,"Anderson County, South Carolina",198759
0500000US45009,"Bamberg County, South Carolina",14381
0500000US45011,"Barnwell County, South Carolina",21345
0500000US45013,"Beaufort County, South Carolina",186844
0500000US45015,"Berkeley County, South Carolina",217937
0500000US45017,"Calhoun County, South Carolina",14704
0500000US45019,"Charleston County, South Carolina",401438
0500000US45021,"Cherokee County, South Carolina",57105
0500000US45023,"Chester County, South Carolina",32301
0500000US45025,"Chesterfield County, South Carolina",45948
0500000US45027,"Clarendon County, South Carolina",34057
0500000US45029,"Colleton County, South Carolina",37611
0500000US45031,"Darlington County, South Carolina",67265
0500000US45033,"Dillon County, South Carolina",30666
0500000US45035,"Dorchester County, South Carolina",156456
0500000US45037,"Edgefield County, South Carolina",26693
0500000US45039,"Fairfield County, South Carolina",22607
0500000US45041,"Florence County, South Carolina",138566
0500000US45043,"Georgetown County, South Carolina",61607
0500000US45045,"Greenville County, South Carolina",506837
0500000US45047,"Greenwood County, South Carolina",70355
0500000US45049,"Hampton County, South Carolina",19602
0500000US45051,"Horry County, South Carolina",333268
0500000US45053,"Jasper County, South Carolina",28458
0500000US45055,"Kershaw County, South Carolina",65036
0500000US45057,"Lancaster County, South Carolina",92550
0500000US45059,"Laurens County, South Carolina",66848
0500000US45061,"Lee County, South Carolina",17350
0500000US45063,"Lexington County, South Carolina",290642
0500000US45065,"McCormick County, South Carolina",9545
0500000US45067,"Marion County, South Carolina",31293
0500000US45069,"Marlboro County, South Carolina",26825
0500000US45071,"Newberry County, South Carolina",38488
0500000US45073,"Oconee County, South Carolina",77270
0500000US45075,"Orangeburg County, South Carolina",87476
0500000US45077,"Pickens County, South Carolina",123479
0500000US45079,"Richland County, South Carolina",411592
0500000US45081,"Saluda County, South Carolina",20452
0500000US45083,"Spartanburg County, South Carolina",306854
0500000US45085,"Sumter County, South Carolina",106847
0500000US45087,"Union County, South Carolina",27537
0500000US45089,"Williamsburg County, South Carolina",31133
0500000US45091,"York County, South Carolina",266439
0500000US46003,"Aurora County, South Dakota",2738
0500000US46005,"Beadle County, South Dakota",18157
0500000US46007,"Bennett County, South Dakota",3454
0500000US46009,"Bon Homme County, South Dakota",6984
0500000US46011,"Brookings County, South Dakota",34255
0500000US46013,"Brown County, South Dakota",39178
0500000US46015,"Brule County, South Dakota",5312
0500000US46017,"Buffalo County, South Dakota",1999
0500000US46019,"Butte County, South Dakota",10107
0500000US46021,"Campbell County, South Dakota",1379
0500000US46023,"Charles Mix County, South Dakota",9428
0500000US46025,"Clark County, South Dakota",3668
0500000US46027,"Clay County, South Dakota",13990
0500000US46029,"Codington County, South Dakota",28099
0500000US46031,"Corson County, South Dakota",4203
0500000US46033,"Custer County, South Dakota",8691
0500000US46035,"Davison County, South Dakota",19704
0500000US46037,"Day County, South Dakota",5521
0500000US46039,"Deuel County, South Dakota",4281
0500000US46041,"Dewey County, South Dakota",5835
0500000US46043,"Douglas County, South Dakota",2931
0500000US46045,"Edmunds County, South Dakota",3919
0500000US46047,"Fall River County, South Dakota",6687
0500000US46049,"Faulk County, South Dakota",2329
0500000US46051,"Grant County, South Dakota",7061
0500000US46053,"Gregory County, South Dakota",4226
0500000US46055,"Haakon County, South Dakota",1943
0500000US46057,"Hamlin County, South Dakota",5948
0500000US46059,"Hand County, South Dakota",3277
0500000US46061,"Hanson County, South Dakota",3423
0500000US46063,"Harding County, South Dakota",1242
0500000US46065,"Hughes County, South Dakota",17666
0500000US46067,"Hutchinson County, South Dakota",7358
0500000US46069,"Hyde County, South Dakota",1318
0500000US46071,"Jackson County, South Dakota",3289
0500000US46073,"Jerauld County, South Dakota",2028
0500000US46075,"Jones County, South Dakota",936
0500000US46077,"Kingsbury County, South Dakota",4952
0500000US46079,"Lake County, South Dakota",12809
0500000US46081,"Lawrence County, South Dakota",25429
0500000US46083,"Lincoln County, South Dakota",56664
0500000US46085,"Lyman County, South Dakota",3904
0500000US46087,"McCook County, South Dakota",5499
0500000US46089,"McPherson County, South Dakota",2426
0500000US46091,"Marshall County, South Dakota",4804
0500000US46093,"Meade County, South Dakota",28018
0500000US46095,"Mellette County, South Dakota",2088
0500000US46097,"Miner County, South Dakota",2228
0500000US46099,"Minnehaha County, South Dakota",188616
0500000US46101,"Moody County, South Dakota",6579
0500000US46102,"Oglala Lakota County, South Dakota",14354
0500000US46103,"Pennington County, South Dakota",110141
0500000US46105,"Perkins County, South Dakota",2974
0500000US46107,"Potter County, South Dakota",2231
0500000US46109,"Roberts County, South Dakota",10278
0500000US46111,"Sanborn County, South Dakota",2450
0500000US46115,"Spink County, South Dakota",6410
0500000US46117,"Stanley County, South Dakota",3011
0500000US46119,"Sully County, South Dakota",1407
0500000US46121,"Todd County, South Dakota",10065
0500000US46123,"Tripp County, South Dakota",5460
0500000US46125,"Turner County, South Dakota",8315
0500000US46127,"Union County, South Dakota",15029
0500000US46129,"Walworth County, South Dakota",5543
0500000US46135,"Yankton County, South Dakota",22662
0500000US46137,"Ziebach County, South Dakota",2756
0500000US47001,"Anderson County, Tennessee",76257
0500000US47003,"Bedford County, Tennessee",48117
0500000US47005,"Benton County, Tennessee",15986
0500000US47007,"Bledsoe County, Tennessee",14717
0500000US47009,"Blount County, Tennessee",129929
0500000US47011,"Bradley County, Tennessee",105560
0500000US47013,"Campbell County, Tennessee",39648
0500000US47015,"Cannon County, Tennessee",14216
0500000US47017,"Carroll County, Tennessee",27860
0500000US47019,"Carter County, Tennessee",56488
0500000US47021,"Cheatham County, Tennessee",40330
0500000US47023,"Chester County, Tennessee",17119
0500000US47025,"Claiborne County, Tennessee",31609
0500000US47027,"Clay County, Tennessee",7703
0500000US47029,"Cocke County, Tennessee",35556
0500000US47031,"Coffee County, Tennessee",55034
0500000US47033,"Crockett County, Tennessee",14473
0500000US47035,"Cumberland County, Tennessee",59078
0500000US47037,"Davidson County, Tennessee",691243
0500000US47039,"Decatur County, Tennessee",11751
0500000US47041,"DeKalb County, Tennessee",19852
0500000US47043,"Dickson County, Tennessee",52853
0500000US47045,"Dyer County, Tennessee",37463
0500000US47047,"Fayette County, Tennessee",40036
0500000US47049,"Fentress County, Tennessee",18136
0500000US47051,"Franklin County, Tennessee",41652
0500000US47053,"Gibson County, Tennessee",49111
0500000US47055,"Giles County, Tennessee",29401
0500000US47057,"Grainger County, Tennessee",23144
0500000US47059,"Greene County, Tennessee",68808
0500000US47061,"Grundy County, Tennessee",13361
0500000US47063,"Hamblen County, Tennessee",64277
0500000US47065,"Hamilton County, Tennessee",361613
0500000US47067,"Hancock County, Tennessee",6600
0500000US47069,"Hardeman County, Tennessee",25447
0500000US47071,"Hardin County, Tennessee",25846
0500000US47073,"Hawkins County, Tennessee",56459
0500000US47075,"Haywood County, Tennessee",17573
0500000US47077,"Henderson County, Tennessee",27751
0500000US47079,"Henry County, Tennessee",32450
0500000US47081,"Hickman County, Tennessee",24864
0500000US47083,"Houston County, Tennessee",8213
0500000US47085,"Humphreys County, Tennessee",18484
0500000US47087,"Jackson County, Tennessee",11677
0500000US47089,"Jefferson County, Tennessee",53804
